week_start,store_id,product_id,opening_stock_units,receipts_units,closing_stock_units,in_stock_days,ranged_flag
2025-02-24,STR012,SKU0035,36,10,38,7,True
2025-03-03,STR012,SKU0035,38,12,42,7,True
2025-03-10,STR012,SKU0035,42,9,41,7,True
2025-03-17,STR012,SKU0035,41,9,42,7,True
2025-03-24,STR012,SKU0035,42,13,47,7,True
2025-03-31,STR012,SKU0035,47,13,48,7,True
2025-04-07,STR012,SKU0035,48,9,48,7,True
2025-04-14,STR012,SKU0035,48,14,52,7,True
2025-04-21,STR012,SKU0035,52,9,47,7,True
2025-04-28,STR012,SKU0035,47,11,50,7,True
2025-05-05,STR012,SKU0035,50,9,44,7,True
2025-05-12,STR012,SKU0035,44,14,46,7,True
2025-05-19,STR012,SKU0035,46,11,43,7,True
2025-05-26,STR012,SKU0035,43,13,44,7,True
2025-06-02,STR012,SKU0035,44,11,44,7,True
2025-06-09,STR012,SKU0035,44,12,47,7,True
2025-06-16,STR012,SKU0035,47,16,50,7,True
2025-06-23,STR012,SKU0035,50,15,50,7,True
2025-06-30,STR012,SKU0035,50,14,53,7,True
2025-07-07,STR012,SKU0035,53,18,57,7,True
2025-07-14,STR012,SKU0035,57,16,58,7,True
2025-07-21,STR012,SKU0035,58,16,60,7,True
2025-07-28,STR012,SKU0035,60,15,66,7,True
2025-08-04,STR012,SKU0035,66,13,67,7,True
2025-08-11,STR012,SKU0035,67,14,71,7,True
2025-08-18,STR012,SKU0035,71,14,78,7,True
2025-08-25,STR012,SKU0035,78,13,75,7,True
2025-09-01,STR012,SKU0035,75,14,74,7,True
2025-09-08,STR012,SKU0035,74,14,79,7,True
2025-09-15,STR012,SKU0035,79,12,82,7,True
2025-09-22,STR012,SKU0035,82,13,84,7,True
2025-09-29,STR012,SKU0035,84,15,86,7,True
2025-10-06,STR012,SKU0035,86,11,81,7,True
2025-10-13,STR012,SKU0035,81,13,76,7,True
2025-10-20,STR012,SKU0035,76,14,78,7,True
2025-10-27,STR012,SKU0035,78,13,82,7,True
2025-11-03,STR012,SKU0035,82,9,83,7,True
2025-11-10,STR012,SKU0035,83,15,86,7,True
2025-11-17,STR012,SKU0035,86,10,80,7,True
2025-11-24,STR012,SKU0035,80,11,81,7,True
2025-12-01,STR012,SKU0035,81,13,82,7,True
2025-12-08,STR012,SKU0035,82,13,80,7,True
2025-12-15,STR012,SKU0035,80,13,76,7,True
2025-12-22,STR012,SKU0035,76,12,84,7,True
2025-12-29,STR012,SKU0035,84,14,88,7,True
2026-01-05,STR012,SKU0035,88,13,91,7,True
2026-01-12,STR012,SKU0035,91,9,89,7,True
2026-01-19,STR012,SKU0035,89,15,93,7,True
2026-01-26,STR012,SKU0035,93,12,95,7,True
2026-02-02,STR012,SKU0035,95,13,99,7,True
2026-02-09,STR012,SKU0035,99,10,96,7,True
2026-02-16,STR012,SKU0035,96,13,102,7,True
2026-02-23,STR012,SKU0035,102,11,100,7,True
2026-03-02,STR012,SKU0035,100,10,90,7,True
2026-03-09,STR012,SKU0035,90,10,86,7,True
2026-03-16,STR012,SKU0035,86,10,86,7,True
2026-03-23,STR012,SKU0035,86,11,83,7,True
2026-03-30,STR012,SKU0035,83,13,87,7,True
2026-04-06,STR012,SKU0035,87,14,89,7,True
2026-04-13,STR012,SKU0035,89,13,92,7,True
2026-04-20,STR012,SKU0035,92,16,95,7,True
2026-04-27,STR012,SKU0035,95,12,98,7,True
2026-05-04,STR012,SKU0035,98,10,102,7,True
2026-05-11,STR012,SKU0035,102,11,108,7,True
2026-05-18,STR012,SKU0035,108,15,101,7,True
2026-05-25,STR012,SKU0035,101,15,102,7,True
2026-06-01,STR012,SKU0035,102,13,102,7,True
2026-06-08,STR012,SKU0035,102,11,102,7,True
2026-06-15,STR012,SKU0035,102,17,108,7,True
2026-06-22,STR012,SKU0035,108,13,110,7,True
2026-06-29,STR012,SKU0035,110,17,108,7,True
2026-07-06,STR012,SKU0035,108,16,106,7,True
2026-07-13,STR012,SKU0035,106,12,108,7,True
2026-07-20,STR012,SKU0035,108,20,119,7,True
2026-07-27,STR012,SKU0035,119,18,128,7,True
2026-08-03,STR012,SKU0035,128,15,122,7,True
2025-06-09,STR012,SKU0036,16,12,16,7,True
2025-06-16,STR012,SKU0036,16,17,14,7,True
2025-06-23,STR012,SKU0036,14,15,15,7,True
2025-06-30,STR012,SKU0036,15,11,16,7,True
2025-07-07,STR012,SKU0036,16,14,12,7,True
2025-07-14,STR012,SKU0036,12,11,7,7,True
2025-07-21,STR012,SKU0036,7,16,8,7,True
2025-07-28,STR012,SKU0036,8,15,9,7,True
2025-08-04,STR012,SKU0036,9,15,9,7,True
2025-08-11,STR012,SKU0036,9,12,8,7,True
2025-08-18,STR012,SKU0036,8,14,5,7,True
2025-08-25,STR012,SKU0036,5,15,10,7,True
2025-09-01,STR012,SKU0036,10,12,11,7,True
2025-09-08,STR012,SKU0036,11,12,9,7,True
2025-09-15,STR012,SKU0036,9,14,2,7,True
2025-09-22,STR012,SKU0036,2,13,4,7,True
2025-09-29,STR012,SKU0036,4,17,0,7,True
2025-10-06,STR012,SKU0036,0,12,0,7,True
2025-10-13,STR012,SKU0036,0,17,4,7,True
2025-10-20,STR012,SKU0036,4,17,10,7,True
2025-10-27,STR012,SKU0036,10,14,14,7,True
2025-11-03,STR012,SKU0036,14,16,14,7,True
2025-11-10,STR012,SKU0036,14,11,11,7,True
2025-11-17,STR012,SKU0036,11,14,8,7,True
2025-11-24,STR012,SKU0036,8,15,16,7,True
2025-12-01,STR012,SKU0036,16,15,9,7,True
2025-12-08,STR012,SKU0036,9,23,15,7,True
2025-12-15,STR012,SKU0036,15,23,11,7,True
2025-12-22,STR012,SKU0036,11,23,19,7,True
2025-12-29,STR012,SKU0036,19,23,21,7,True
2026-01-05,STR012,SKU0036,21,18,25,7,True
2026-01-12,STR012,SKU0036,25,15,15,7,True
2026-01-19,STR012,SKU0036,15,17,15,7,True
2026-01-26,STR012,SKU0036,15,18,13,7,True
2026-02-02,STR012,SKU0036,13,18,20,7,True
2026-02-09,STR012,SKU0036,20,15,17,7,True
2026-02-16,STR012,SKU0036,17,14,15,7,True
2026-02-23,STR012,SKU0036,15,19,15,7,True
2026-03-02,STR012,SKU0036,15,16,18,7,True
2026-03-09,STR012,SKU0036,18,18,25,7,True
2026-03-16,STR012,SKU0036,25,18,36,7,True
2026-03-23,STR012,SKU0036,36,18,38,7,True
2026-03-30,STR012,SKU0036,38,18,47,7,True
2026-04-06,STR012,SKU0036,47,17,52,7,True
2026-04-13,STR012,SKU0036,52,17,54,7,True
2026-04-20,STR012,SKU0036,54,14,54,7,True
2026-04-27,STR012,SKU0036,54,14,51,7,True
2026-05-04,STR012,SKU0036,51,15,53,7,True
2026-05-11,STR012,SKU0036,53,14,53,7,True
2026-05-18,STR012,SKU0036,53,14,56,7,True
2026-05-25,STR012,SKU0036,56,12,58,7,True
2026-06-01,STR012,SKU0036,58,14,61,7,True
2026-06-08,STR012,SKU0036,61,13,60,7,True
2026-06-15,STR012,SKU0036,60,6,52,7,True
2026-06-22,STR012,SKU0036,52,6,45,7,True
2026-06-29,STR012,SKU0036,45,8,40,7,True
2026-07-06,STR012,SKU0036,40,6,33,7,True
2026-07-13,STR012,SKU0036,33,7,34,7,True
2026-07-20,STR012,SKU0036,34,8,30,7,True
2026-07-27,STR012,SKU0036,30,5,30,7,True
2026-08-03,STR012,SKU0036,30,6,25,7,True
2025-05-19,STR012,SKU0038,30,20,31,7,True
2025-05-26,STR012,SKU0038,31,15,27,7,True
2025-06-02,STR012,SKU0038,27,30,22,7,True
2025-06-09,STR012,SKU0038,22,29,23,7,True
2025-06-16,STR012,SKU0038,23,31,22,7,True
2025-06-23,STR012,SKU0038,22,26,32,7,True
2025-06-30,STR012,SKU0038,32,26,33,7,True
2025-07-07,STR012,SKU0038,33,25,22,7,True
2025-07-14,STR012,SKU0038,22,26,25,7,True
2025-07-21,STR012,SKU0038,25,26,29,7,True
2025-07-28,STR012,SKU0038,29,22,25,7,True
2025-08-04,STR012,SKU0038,25,30,30,7,True
2025-08-11,STR012,SKU0038,30,23,18,7,True
2025-08-18,STR012,SKU0038,18,30,28,7,True
2025-08-25,STR012,SKU0038,28,30,41,7,True
2025-09-01,STR012,SKU0038,41,18,38,7,True
2025-09-08,STR012,SKU0038,38,19,36,7,True
2025-09-15,STR012,SKU0038,36,18,35,7,True
2025-09-22,STR012,SKU0038,35,21,36,7,True
2025-09-29,STR012,SKU0038,36,21,39,7,True
2025-10-06,STR012,SKU0038,39,19,29,7,True
2025-10-13,STR012,SKU0038,29,21,28,7,True
2025-10-20,STR012,SKU0038,28,20,25,7,True
2025-10-27,STR012,SKU0038,25,25,31,7,True
2025-11-03,STR012,SKU0038,31,21,26,7,True
2025-11-10,STR012,SKU0038,26,22,32,7,True
2025-11-17,STR012,SKU0038,32,20,25,7,True
2025-11-24,STR012,SKU0038,25,25,36,7,True
2025-12-01,STR012,SKU0038,36,21,38,7,True
2025-12-08,STR012,SKU0038,38,16,37,7,True
2025-12-15,STR012,SKU0038,37,25,50,7,True
2025-12-22,STR012,SKU0038,50,20,46,7,True
2025-12-29,STR012,SKU0038,46,20,52,7,True
2026-01-05,STR012,SKU0038,52,26,56,7,True
2026-01-12,STR012,SKU0038,56,16,57,7,True
2026-01-19,STR012,SKU0038,57,22,62,7,True
2026-01-26,STR012,SKU0038,62,22,65,7,True
2026-02-02,STR012,SKU0038,65,22,63,7,True
2026-02-09,STR012,SKU0038,63,26,57,7,True
2026-02-16,STR012,SKU0038,57,26,47,7,True
2026-02-23,STR012,SKU0038,47,26,49,7,True
2026-03-02,STR012,SKU0038,49,21,54,7,True
2026-03-09,STR012,SKU0038,54,26,62,7,True
2026-03-16,STR012,SKU0038,62,24,61,7,True
2026-03-23,STR012,SKU0038,61,25,64,7,True
2026-03-30,STR012,SKU0038,64,20,67,7,True
2026-04-06,STR012,SKU0038,67,22,71,7,True
2026-04-13,STR012,SKU0038,71,25,71,7,True
2026-04-20,STR012,SKU0038,71,25,73,7,True
2026-04-27,STR012,SKU0038,73,20,71,7,True
2026-05-04,STR012,SKU0038,71,24,86,7,True
2026-05-11,STR012,SKU0038,86,18,83,7,True
2026-05-18,STR012,SKU0038,83,24,85,7,True
2026-05-25,STR012,SKU0038,85,19,86,7,True
2026-06-01,STR012,SKU0038,86,33,100,7,True
2026-06-08,STR012,SKU0038,100,31,100,7,True
2026-06-15,STR012,SKU0038,100,15,83,7,True
2026-06-22,STR012,SKU0038,83,14,72,7,True
2026-06-29,STR012,SKU0038,72,13,69,7,True
2026-07-06,STR012,SKU0038,69,18,63,7,True
2026-07-13,STR012,SKU0038,63,15,46,7,True
2026-07-20,STR012,SKU0038,46,16,19,7,True
2026-07-27,STR012,SKU0038,19,11,7,7,True
2026-08-03,STR012,SKU0038,7,11,0,7,True
2025-04-07,STR012,SKU0039,12,9,13,7,True
2025-04-14,STR012,SKU0039,13,8,11,7,True
2025-04-21,STR012,SKU0039,11,11,11,7,True
2025-04-28,STR012,SKU0039,11,7,12,7,True
2025-05-05,STR012,SKU0039,12,9,11,7,True
2025-05-12,STR012,SKU0039,11,7,7,7,True
2025-05-19,STR012,SKU0039,7,9,8,7,True
2025-05-26,STR012,SKU0039,8,11,11,7,True
2025-06-02,STR012,SKU0039,11,7,12,7,True
2025-06-09,STR012,SKU0039,12,10,14,7,True
2025-06-16,STR012,SKU0039,14,11,13,7,True
2025-06-23,STR012,SKU0039,13,9,16,7,True
2025-06-30,STR012,SKU0039,16,12,18,7,True
2025-07-07,STR012,SKU0039,18,8,16,7,True
2025-07-14,STR012,SKU0039,16,8,12,7,True
2025-07-21,STR012,SKU0039,12,11,16,7,True
2025-07-28,STR012,SKU0039,16,10,20,7,True
2025-08-04,STR012,SKU0039,20,11,22,7,True
2025-08-11,STR012,SKU0039,22,10,25,7,True
2025-08-18,STR012,SKU0039,25,7,16,7,True
2025-08-25,STR012,SKU0039,16,10,16,7,True
2025-09-01,STR012,SKU0039,16,9,14,7,True
2025-09-08,STR012,SKU0039,14,12,16,7,True
2025-09-15,STR012,SKU0039,16,8,17,7,True
2025-09-22,STR012,SKU0039,17,11,18,7,True
2025-09-29,STR012,SKU0039,18,7,19,7,True
2025-10-06,STR012,SKU0039,19,11,21,7,True
2025-10-13,STR012,SKU0039,21,7,15,7,True
2025-10-20,STR012,SKU0039,15,12,23,7,True
2025-10-27,STR012,SKU0039,23,11,22,7,True
2025-11-03,STR012,SKU0039,22,10,19,7,True
2025-11-10,STR012,SKU0039,19,7,16,7,True
2025-11-17,STR012,SKU0039,16,11,21,7,True
2025-11-24,STR012,SKU0039,21,12,23,7,True
2025-12-01,STR012,SKU0039,23,12,28,7,True
2025-12-08,STR012,SKU0039,28,9,29,7,True
2025-12-15,STR012,SKU0039,29,10,30,7,True
2025-12-22,STR012,SKU0039,30,9,31,7,True
2025-12-29,STR012,SKU0039,31,9,31,7,True
2026-01-05,STR012,SKU0039,31,9,30,7,True
2026-01-12,STR012,SKU0039,30,8,26,7,True
2026-01-19,STR012,SKU0039,26,9,22,7,True
2026-01-26,STR012,SKU0039,22,10,26,7,True
2026-02-02,STR012,SKU0039,26,10,30,7,True
2026-02-09,STR012,SKU0039,30,10,31,7,True
2026-02-16,STR012,SKU0039,31,8,27,7,True
2026-02-23,STR012,SKU0039,27,12,35,7,True
2026-03-02,STR012,SKU0039,35,10,33,7,True
2026-03-09,STR012,SKU0039,33,9,34,7,True
2026-03-16,STR012,SKU0039,34,9,35,7,True
2026-03-23,STR012,SKU0039,35,9,29,7,True
2026-03-30,STR012,SKU0039,29,11,29,7,True
2026-04-06,STR012,SKU0039,29,8,23,7,True
2026-04-13,STR012,SKU0039,23,10,22,7,True
2026-04-20,STR012,SKU0039,22,8,21,7,True
2026-04-27,STR012,SKU0039,21,12,25,7,True
2026-05-04,STR012,SKU0039,25,11,31,7,True
2026-05-11,STR012,SKU0039,31,9,32,7,True
2026-05-18,STR012,SKU0039,32,11,36,7,True
2026-05-25,STR012,SKU0039,36,9,38,7,True
2026-06-01,STR012,SKU0039,38,10,38,7,True
2026-06-08,STR012,SKU0039,38,12,33,7,True
2026-06-15,STR012,SKU0039,33,12,33,7,True
2026-06-22,STR012,SKU0039,33,8,29,7,True
2026-06-29,STR012,SKU0039,29,9,32,7,True
2026-07-06,STR012,SKU0039,32,8,29,7,True
2026-07-13,STR012,SKU0039,29,11,33,7,True
2026-07-20,STR012,SKU0039,33,10,41,7,True
2026-07-27,STR012,SKU0039,41,8,42,7,True
2026-08-03,STR012,SKU0039,42,11,48,7,True
2025-04-14,STR012,SKU0041,21,8,20,7,True
2025-04-21,STR012,SKU0041,20,9,18,7,True
2025-04-28,STR012,SKU0041,18,6,15,7,True
2025-05-05,STR012,SKU0041,15,10,20,7,True
2025-05-12,STR012,SKU0041,20,8,23,7,True
2025-05-19,STR012,SKU0041,23,7,25,7,True
2025-05-26,STR012,SKU0041,25,6,29,7,True
2025-06-02,STR012,SKU0041,29,8,24,7,True
2025-06-09,STR012,SKU0041,24,10,31,7,True
2025-06-16,STR012,SKU0041,31,6,34,7,True
2025-06-23,STR012,SKU0041,34,7,32,7,True
2025-06-30,STR012,SKU0041,32,10,37,7,True
2025-07-07,STR012,SKU0041,37,10,42,7,True
2025-07-14,STR012,SKU0041,42,9,40,7,True
2025-07-21,STR012,SKU0041,40,9,37,7,True
2025-07-28,STR012,SKU0041,37,7,40,7,True
2025-08-04,STR012,SKU0041,40,9,36,7,True
2025-08-11,STR012,SKU0041,36,10,40,7,True
2025-08-18,STR012,SKU0041,40,8,34,7,True
2025-08-25,STR012,SKU0041,34,7,31,7,True
2025-09-01,STR012,SKU0041,31,8,28,7,True
2025-09-08,STR012,SKU0041,28,10,28,7,True
2025-09-15,STR012,SKU0041,28,9,33,7,True
2025-09-22,STR012,SKU0041,33,7,33,7,True
2025-09-29,STR012,SKU0041,33,9,37,7,True
2025-10-06,STR012,SKU0041,37,10,42,7,True
2025-10-13,STR012,SKU0041,42,7,40,7,True
2025-10-20,STR012,SKU0041,40,10,44,7,True
2025-10-27,STR012,SKU0041,44,11,51,7,True
2025-11-03,STR012,SKU0041,51,9,53,7,True
2025-11-10,STR012,SKU0041,53,6,49,7,True
2025-11-17,STR012,SKU0041,49,8,47,7,True
2025-11-24,STR012,SKU0041,47,10,52,7,True
2025-12-01,STR012,SKU0041,52,9,54,7,True
2025-12-08,STR012,SKU0041,54,9,57,7,True
2025-12-15,STR012,SKU0041,57,9,62,7,True
2025-12-22,STR012,SKU0041,62,8,61,7,True
2025-12-29,STR012,SKU0041,61,9,61,7,True
2026-01-05,STR012,SKU0041,61,9,56,7,True
2026-01-12,STR012,SKU0041,56,7,56,7,True
2026-01-19,STR012,SKU0041,56,7,56,7,True
2026-01-26,STR012,SKU0041,56,6,54,7,True
2026-02-02,STR012,SKU0041,54,7,50,7,True
2026-02-09,STR012,SKU0041,50,8,50,7,True
2026-02-16,STR012,SKU0041,50,8,49,7,True
2026-02-23,STR012,SKU0041,49,9,52,7,True
2026-03-02,STR012,SKU0041,52,7,54,7,True
2026-03-09,STR012,SKU0041,54,9,57,7,True
2026-03-16,STR012,SKU0041,57,10,52,7,True
2026-03-23,STR012,SKU0041,52,7,53,7,True
2026-03-30,STR012,SKU0041,53,9,52,7,True
2026-04-06,STR012,SKU0041,52,8,55,7,True
2026-04-13,STR012,SKU0041,55,7,52,7,True
2026-04-20,STR012,SKU0041,52,8,47,7,True
2026-04-27,STR012,SKU0041,47,11,47,7,True
2026-05-04,STR012,SKU0041,47,10,50,7,True
2026-05-11,STR012,SKU0041,50,11,56,7,True
2026-05-18,STR012,SKU0041,56,7,53,7,True
2026-05-25,STR012,SKU0041,53,8,58,7,True
2026-06-01,STR012,SKU0041,58,8,51,7,True
2026-06-08,STR012,SKU0041,51,9,50,7,True
2026-06-15,STR012,SKU0041,50,9,53,7,True
2026-06-22,STR012,SKU0041,53,9,56,7,True
2026-06-29,STR012,SKU0041,56,10,57,7,True
2026-07-06,STR012,SKU0041,57,8,55,7,True
2026-07-13,STR012,SKU0041,55,7,54,7,True
2026-07-20,STR012,SKU0041,54,10,57,7,True
2026-07-27,STR012,SKU0041,57,7,55,7,True
2026-08-03,STR012,SKU0041,55,8,52,7,True
2025-03-24,STR012,SKU0042,17,21,22,7,True
2025-03-31,STR012,SKU0042,22,21,23,7,True
2025-04-07,STR012,SKU0042,23,16,24,7,True
2025-04-14,STR012,SKU0042,24,22,30,7,True
2025-04-21,STR012,SKU0042,30,18,33,7,True
2025-04-28,STR012,SKU0042,33,23,41,7,True
2025-05-05,STR012,SKU0042,41,24,46,7,True
2025-05-12,STR012,SKU0042,46,19,41,7,True
2025-05-19,STR012,SKU0042,41,16,42,7,True
2025-05-26,STR012,SKU0042,42,21,42,7,True
2025-06-02,STR012,SKU0042,42,25,48,7,True
2025-06-09,STR012,SKU0042,48,24,57,7,True
2025-06-16,STR012,SKU0042,57,25,55,7,True
2025-06-23,STR012,SKU0042,55,22,55,7,True
2025-06-30,STR012,SKU0042,55,22,56,7,True
2025-07-07,STR012,SKU0042,56,24,62,7,True
2025-07-14,STR012,SKU0042,62,21,58,7,True
2025-07-21,STR012,SKU0042,58,20,51,7,True
2025-07-28,STR012,SKU0042,51,23,47,7,True
2025-08-04,STR012,SKU0042,47,27,48,7,True
2025-08-11,STR012,SKU0042,48,19,50,7,True
2025-08-18,STR012,SKU0042,50,22,52,7,True
2025-08-25,STR012,SKU0042,52,23,56,7,True
2025-09-01,STR012,SKU0042,56,25,59,7,True
2025-09-08,STR012,SKU0042,59,22,65,7,True
2025-09-15,STR012,SKU0042,65,18,71,7,True
2025-09-22,STR012,SKU0042,71,21,70,7,True
2025-09-29,STR012,SKU0042,70,25,74,7,True
2025-10-06,STR012,SKU0042,74,21,73,7,True
2025-10-13,STR012,SKU0042,73,24,76,7,True
2025-10-20,STR012,SKU0042,76,17,75,7,True
2025-10-27,STR012,SKU0042,75,15,75,7,True
2025-11-03,STR012,SKU0042,75,21,67,7,True
2025-11-10,STR012,SKU0042,67,19,68,7,True
2025-11-17,STR012,SKU0042,68,25,65,7,True
2025-11-24,STR012,SKU0042,65,25,74,7,True
2025-12-01,STR012,SKU0042,74,19,74,7,True
2025-12-08,STR012,SKU0042,74,21,77,7,True
2025-12-15,STR012,SKU0042,77,21,81,7,True
2025-12-22,STR012,SKU0042,81,20,83,7,True
2025-12-29,STR012,SKU0042,83,20,76,7,True
2026-01-05,STR012,SKU0042,76,23,70,7,True
2026-01-12,STR012,SKU0042,70,17,68,7,True
2026-01-19,STR012,SKU0042,68,17,70,7,True
2026-01-26,STR012,SKU0042,70,19,68,7,True
2026-02-02,STR012,SKU0042,68,19,74,7,True
2026-02-09,STR012,SKU0042,74,16,78,7,True
2026-02-16,STR012,SKU0042,78,25,88,7,True
2026-02-23,STR012,SKU0042,88,26,87,7,True
2026-03-02,STR012,SKU0042,87,22,88,7,True
2026-03-09,STR012,SKU0042,88,19,78,7,True
2026-03-16,STR012,SKU0042,78,23,83,7,True
2026-03-23,STR012,SKU0042,83,26,87,7,True
2026-03-30,STR012,SKU0042,87,17,83,7,True
2026-04-06,STR012,SKU0042,83,23,85,7,True
2026-04-13,STR012,SKU0042,85,16,79,7,True
2026-04-20,STR012,SKU0042,79,21,86,7,True
2026-04-27,STR012,SKU0042,86,17,80,7,True
2026-05-04,STR012,SKU0042,80,26,97,7,True
2026-05-11,STR012,SKU0042,97,26,101,7,True
2026-05-18,STR012,SKU0042,101,17,99,7,True
2026-05-25,STR012,SKU0042,99,24,111,7,True
2026-06-01,STR012,SKU0042,111,28,111,7,True
2026-06-08,STR012,SKU0042,111,31,117,7,True
2026-06-15,STR012,SKU0042,117,13,103,7,True
2026-06-22,STR012,SKU0042,103,10,81,7,True
2026-06-29,STR012,SKU0042,81,9,74,7,True
2026-07-06,STR012,SKU0042,74,14,68,7,True
2026-07-13,STR012,SKU0042,68,14,61,7,True
2026-07-20,STR012,SKU0042,61,13,54,7,True
2026-07-27,STR012,SKU0042,54,10,36,7,True
2026-08-03,STR012,SKU0042,36,12,29,7,True
2025-06-09,STR012,SKU0043,18,18,18,7,True
2025-06-16,STR012,SKU0043,18,15,18,7,True
2025-06-23,STR012,SKU0043,18,16,19,7,True
2025-06-30,STR012,SKU0043,19,12,14,7,True
2025-07-07,STR012,SKU0043,14,16,15,7,True
2025-07-14,STR012,SKU0043,15,17,13,7,True
2025-07-21,STR012,SKU0043,13,11,11,7,True
2025-07-28,STR012,SKU0043,11,14,2,7,True
2025-08-04,STR012,SKU0043,2,12,8,7,True
2025-08-11,STR012,SKU0043,8,13,7,7,True
2025-08-18,STR012,SKU0043,7,17,11,7,True
2025-08-25,STR012,SKU0043,11,12,8,7,True
2025-09-01,STR012,SKU0043,8,14,10,7,True
2025-09-08,STR012,SKU0043,10,16,9,7,True
2025-09-15,STR012,SKU0043,9,15,8,7,True
2025-09-22,STR012,SKU0043,8,14,16,7,True
2025-09-29,STR012,SKU0043,16,13,14,7,True
2025-10-06,STR012,SKU0043,14,13,14,7,True
2025-10-13,STR012,SKU0043,14,13,13,7,True
2025-10-20,STR012,SKU0043,13,18,15,7,True
2025-10-27,STR012,SKU0043,15,16,9,7,True
2025-11-03,STR012,SKU0043,9,13,3,7,True
2025-11-10,STR012,SKU0043,3,15,1,7,True
2025-11-17,STR012,SKU0043,1,15,0,6,True
2025-11-24,STR012,SKU0043,0,18,7,7,True
2025-12-01,STR012,SKU0043,7,16,0,7,True
2025-12-08,STR012,SKU0043,0,18,2,7,True
2025-12-15,STR012,SKU0043,2,19,1,7,True
2025-12-22,STR012,SKU0043,1,24,2,7,True
2025-12-29,STR012,SKU0043,2,18,2,7,True
2026-01-05,STR012,SKU0043,2,20,4,7,True
2026-01-12,STR012,SKU0043,4,21,8,7,True
2026-01-19,STR012,SKU0043,8,24,8,7,True
2026-01-26,STR012,SKU0043,8,17,0,6,True
2026-02-02,STR012,SKU0043,0,19,2,7,True
2026-02-09,STR012,SKU0043,2,15,2,7,True
2026-02-16,STR012,SKU0043,2,21,6,7,True
2026-02-23,STR012,SKU0043,6,19,10,7,True
2026-03-02,STR012,SKU0043,10,20,18,7,True
2026-03-09,STR012,SKU0043,18,15,14,7,True
2026-03-16,STR012,SKU0043,14,14,10,7,True
2026-03-23,STR012,SKU0043,10,14,11,7,True
2026-03-30,STR012,SKU0043,11,16,13,7,True
2026-04-06,STR012,SKU0043,13,14,14,7,True
2026-04-13,STR012,SKU0043,14,18,16,7,True
2026-04-20,STR012,SKU0043,16,18,19,7,True
2026-04-27,STR012,SKU0043,19,16,18,7,True
2026-05-04,STR012,SKU0043,18,20,30,7,True
2026-05-11,STR012,SKU0043,30,18,33,7,True
2026-05-18,STR012,SKU0043,33,17,41,7,True
2026-05-25,STR012,SKU0043,41,15,40,7,True
2026-06-01,STR012,SKU0043,40,17,39,7,True
2026-06-08,STR012,SKU0043,39,18,36,7,True
2026-06-15,STR012,SKU0043,36,17,36,7,True
2026-06-22,STR012,SKU0043,36,21,42,7,True
2026-06-29,STR012,SKU0043,42,17,39,7,True
2026-07-06,STR012,SKU0043,39,15,42,7,True
2026-07-13,STR012,SKU0043,42,20,50,7,True
2026-07-20,STR012,SKU0043,50,20,57,7,True
2026-07-27,STR012,SKU0043,57,15,53,7,True
2026-08-03,STR012,SKU0043,53,16,58,7,True
2025-02-10,STR012,SKU0044,26,6,22,7,True
2025-02-17,STR012,SKU0044,22,7,21,7,True
2025-02-24,STR012,SKU0044,21,8,21,7,True
2025-03-03,STR012,SKU0044,21,7,18,7,True
2025-03-10,STR012,SKU0044,18,6,15,7,True
2025-03-17,STR012,SKU0044,15,7,12,7,True
2025-03-24,STR012,SKU0044,12,6,15,7,True
2025-03-31,STR012,SKU0044,15,7,14,7,True
2025-04-07,STR012,SKU0044,14,8,13,7,True
2025-04-14,STR012,SKU0044,13,7,11,7,True
2025-04-21,STR012,SKU0044,11,7,9,7,True
2025-04-28,STR012,SKU0044,9,9,7,7,True
2025-05-05,STR012,SKU0044,7,10,6,7,True
2025-05-12,STR012,SKU0044,6,8,10,7,True
2025-05-19,STR012,SKU0044,10,6,13,7,True
2025-05-26,STR012,SKU0044,13,8,18,7,True
2025-06-02,STR012,SKU0044,18,7,17,7,True
2025-06-09,STR012,SKU0044,17,8,13,7,True
2025-06-16,STR012,SKU0044,13,8,15,7,True
2025-06-23,STR012,SKU0044,15,10,16,7,True
2025-06-30,STR012,SKU0044,16,7,19,7,True
2025-07-07,STR012,SKU0044,19,7,22,7,True
2025-07-14,STR012,SKU0044,22,9,24,7,True
2025-07-21,STR012,SKU0044,24,9,27,7,True
2025-07-28,STR012,SKU0044,27,7,30,7,True
2025-08-04,STR012,SKU0044,30,6,30,7,True
2025-08-11,STR012,SKU0044,30,7,30,7,True
2025-08-18,STR012,SKU0044,30,7,30,7,True
2025-08-25,STR012,SKU0044,30,7,33,7,True
2025-09-01,STR012,SKU0044,33,9,33,7,True
2025-09-08,STR012,SKU0044,33,6,35,7,True
2025-09-15,STR012,SKU0044,35,9,39,7,True
2025-09-22,STR012,SKU0044,39,7,42,7,True
2025-09-29,STR012,SKU0044,42,8,44,7,True
2025-10-06,STR012,SKU0044,44,9,49,7,True
2025-10-13,STR012,SKU0044,49,7,48,7,True
2025-10-20,STR012,SKU0044,48,10,51,7,True
2025-10-27,STR012,SKU0044,51,9,50,7,True
2025-11-03,STR012,SKU0044,50,6,46,7,True
2025-11-10,STR012,SKU0044,46,10,46,7,True
2025-11-17,STR012,SKU0044,46,7,42,7,True
2025-11-24,STR012,SKU0044,42,6,41,7,True
2025-12-01,STR012,SKU0044,41,9,41,7,True
