delivery_event_id,po_line_id,purchase_order_id,supplier_id,product_id,destination_store_id,order_date,expected_delivery_date,actual_delivery_date,ordered_units,received_units,line_status
DEV0001397,POL001227,PO00246,SUP002,SKU0033,STR022,2025-11-07,2025-11-17,2025-11-17,123,123,Complete
DEV0001398,POL001228,PO00246,SUP001,SKU0036,STR005,2025-11-07,2025-11-17,2025-11-15,65,65,Complete
DEV0001399,POL001229,PO00246,SUP007,SKU0039,STR012,2025-11-07,2025-11-17,2025-11-15,71,71,Complete
DEV0001400,POL001230,PO00246,SUP001,SKU0042,STR019,2025-11-07,2025-11-17,2025-11-15,57,57,Complete
DEV0001401,POL001231,PO00247,SUP012,SKU0045,STR002,2025-11-07,2025-11-17,2025-11-17,100,100,Complete
DEV0001402,POL001232,PO00247,SUP006,SKU0048,STR009,2025-11-07,2025-11-17,2025-11-15,86,86,Complete
DEV0001403,POL001233,PO00247,SUP005,SKU0051,STR016,2025-11-07,2025-11-17,2025-11-16,96,96,Complete
DEV0001404,POL001234,PO00247,SUP011,SKU0054,STR023,2025-11-07,2025-11-17,2025-11-15,128,128,Complete
DEV0001405,POL001235,PO00247,SUP010,SKU0057,STR006,2025-11-07,2025-11-17,2025-11-15,130,130,Complete
DEV0001406,POL001236,PO00248,SUP004,SKU0060,STR013,2025-11-07,2025-11-17,2025-11-15,132,132,Complete
DEV0001407,POL001237,PO00248,SUP010,SKU0063,STR020,2025-11-07,2025-11-17,2025-11-17,60,60,Complete
DEV0001408,POL001238,PO00248,SUP009,SKU0066,STR003,2025-11-07,2025-11-17,2025-11-17,37,37,Complete
DEV0001409,POL001239,PO00248,SUP003,SKU0069,STR010,2025-11-07,2025-11-17,2025-11-17,120,120,Complete
DEV0001410,POL001240,PO00248,SUP002,SKU0072,STR017,2025-11-07,2025-11-17,2025-11-15,117,117,Complete
DEV0001411,POL001241,PO00249,SUP008,SKU0075,STR024,2025-11-07,2025-11-17,2025-11-17,60,60,Complete
DEV0001412,POL001242,PO00249,SUP007,SKU0078,STR007,2025-11-07,2025-11-17,2025-11-17,63,63,Complete
DEV0001413,POL001243,PO00249,SUP001,SKU0081,STR014,2025-11-07,2025-11-17,2025-11-22,104,104,Complete
DEV0001414,POL001244,PO00249,SUP007,SKU0084,STR021,2025-11-07,2025-11-17,2025-11-17,47,47,Complete
DEV0001415,POL001245,PO00249,SUP006,SKU0087,STR004,2025-11-07,2025-11-17,2025-11-16,60,60,Complete
DEV0001416,POL001246,PO00250,SUP012,SKU0090,STR011,2025-11-07,2025-11-17,2025-11-17,28,28,Complete
DEV0001417,POL001247,PO00250,SUP011,SKU0093,STR018,2025-11-07,2025-11-17,2025-11-14,136,85,Complete
DEV0001418,POL001247,PO00250,SUP011,SKU0093,STR018,2025-11-07,2025-11-17,2025-11-15,136,51,Complete
DEV0001419,POL001248,PO00250,SUP005,SKU0096,STR001,2025-11-07,2025-11-17,2025-11-15,95,95,Complete
DEV0001420,POL001249,PO00250,SUP012,SKU0002,STR008,2025-11-14,2025-11-24,2025-11-24,65,65,Complete
DEV0001421,POL001250,PO00250,SUP006,SKU0005,STR015,2025-11-14,2025-11-24,2025-11-23,37,37,Complete
DEV0001422,POL001251,PO00251,SUP005,SKU0008,STR022,2025-11-14,2025-11-24,2025-11-22,96,96,Complete
DEV0001423,POL001252,PO00251,SUP011,SKU0011,STR005,2025-11-14,2025-11-24,2025-11-24,133,96,Partially Received
DEV0001424,POL001253,PO00251,SUP005,SKU0014,STR012,2025-11-14,2025-11-24,2025-11-24,52,52,Complete
DEV0001425,POL001254,PO00251,SUP004,SKU0017,STR019,2025-11-14,2025-11-24,2025-11-23,88,88,Complete
DEV0001426,POL001255,PO00251,SUP010,SKU0020,STR002,2025-11-14,2025-11-24,2025-11-23,80,80,Complete
DEV0001427,POL001256,PO00252,SUP009,SKU0023,STR009,2025-11-14,2025-11-24,2025-11-23,56,56,Complete
DEV0001428,POL001257,PO00252,SUP003,SKU0026,STR016,2025-11-14,2025-11-24,2025-11-22,117,64,Complete
DEV0001429,POL001257,PO00252,SUP003,SKU0026,STR016,2025-11-14,2025-11-24,2025-11-23,117,53,Complete
DEV0001430,POL001258,PO00252,SUP002,SKU0029,STR023,2025-11-14,2025-11-24,2025-11-27,110,110,Complete
DEV0001431,POL001259,PO00252,SUP008,SKU0032,STR006,2025-11-14,2025-11-24,2025-11-23,44,44,Complete
DEV0001432,POL001260,PO00252,SUP002,SKU0035,STR013,2025-11-14,2025-11-24,2025-11-24,80,80,Complete
DEV0001433,POL001261,PO00253,SUP001,SKU0038,STR020,2025-11-14,2025-11-24,2025-11-24,83,83,Complete
DEV0001434,POL001262,PO00253,SUP007,SKU0041,STR003,2025-11-14,2025-11-24,2025-11-24,64,55,Partially Received
DEV0001435,POL001263,PO00253,SUP006,SKU0044,STR010,2025-11-14,2025-11-24,2025-11-23,90,90,Complete
DEV0001436,POL001264,PO00253,SUP012,SKU0047,STR017,2025-11-14,2025-11-24,2025-11-22,31,31,Complete
DEV0001437,POL001265,PO00253,SUP011,SKU0050,STR024,2025-11-14,2025-11-24,2025-11-22,100,100,Complete
DEV0001438,POL001266,PO00254,SUP005,SKU0053,STR007,2025-11-14,2025-11-24,2025-11-23,95,95,Complete
DEV0001439,POL001267,PO00254,SUP011,SKU0056,STR014,2025-11-14,2025-11-24,2025-11-22,43,43,Complete
DEV0001440,POL001268,PO00254,SUP010,SKU0059,STR021,2025-11-14,2025-11-24,2025-11-26,42,42,Complete
DEV0001441,POL001269,PO00254,SUP004,SKU0062,STR004,2025-11-14,2025-11-24,2025-11-24,116,73,Complete
DEV0001442,POL001269,PO00254,SUP004,SKU0062,STR004,2025-11-14,2025-11-24,2025-11-25,116,43,Complete
DEV0001443,POL001270,PO00254,SUP003,SKU0065,STR011,2025-11-14,2025-11-24,2025-11-24,135,135,Complete
DEV0001444,POL001271,PO00255,SUP009,SKU0068,STR018,2025-11-14,2025-11-24,2025-11-23,118,118,Complete
DEV0001445,POL001272,PO00255,SUP008,SKU0071,STR001,2025-11-14,2025-11-24,2025-11-24,118,118,Complete
DEV0001446,POL001273,PO00255,SUP002,SKU0074,STR008,2025-11-14,2025-11-24,2025-11-23,64,64,Complete
DEV0001447,POL001274,PO00255,SUP008,SKU0077,STR015,2025-11-14,2025-11-24,2025-11-29,24,24,Complete
DEV0001448,POL001275,PO00255,SUP007,SKU0080,STR022,2025-11-14,2025-11-24,2025-11-22,94,84,Partially Received
DEV0001449,POL001276,PO00256,SUP001,SKU0083,STR005,2025-11-14,2025-11-24,2025-11-22,27,27,Complete
DEV0001450,POL001277,PO00256,SUP012,SKU0086,STR012,2025-11-14,2025-11-24,2025-11-22,119,119,Complete
DEV0001451,POL001278,PO00256,SUP006,SKU0089,STR019,2025-11-14,2025-11-24,2025-11-23,97,97,Complete
DEV0001452,POL001279,PO00256,SUP005,SKU0092,STR002,2025-11-14,2025-11-24,2025-11-21,100,50,Complete
DEV0001453,POL001279,PO00256,SUP005,SKU0092,STR002,2025-11-14,2025-11-24,2025-11-22,100,50,Complete
DEV0001454,POL001280,PO00256,SUP011,SKU0095,STR009,2025-11-14,2025-11-24,2025-11-22,61,61,Complete
DEV0001455,POL001281,PO00257,SUP006,SKU0001,STR016,2025-11-21,2025-12-01,2025-11-30,43,43,Complete
DEV0001456,POL001282,PO00257,SUP012,SKU0004,STR023,2025-11-21,2025-12-01,2025-11-30,31,31,Complete
DEV0001457,POL001283,PO00257,SUP006,SKU0007,STR006,2025-11-21,2025-12-01,2025-11-29,44,44,Complete
DEV0001458,POL001284,PO00257,SUP005,SKU0010,STR013,2025-11-21,2025-12-01,2025-12-04,64,64,Complete
DEV0001459,POL001285,PO00257,SUP011,SKU0013,STR020,2025-11-21,2025-12-01,2025-11-30,46,46,Complete
DEV0001460,POL001286,PO00258,SUP010,SKU0016,STR003,2025-11-21,2025-12-01,2025-11-29,139,139,Complete
DEV0001461,POL001287,PO00258,SUP004,SKU0019,STR010,2025-11-21,2025-12-01,2025-11-30,81,33,Partially Received
DEV0001462,POL001287,PO00258,SUP004,SKU0019,STR010,2025-11-21,2025-12-01,2025-12-01,81,31,Partially Received
DEV0001463,POL001288,PO00258,SUP003,SKU0022,STR017,2025-11-21,2025-12-01,2025-11-29,27,27,Complete
DEV0001464,POL001289,PO00258,SUP009,SKU0025,STR024,2025-11-21,2025-12-01,2025-11-29,87,87,Complete
DEV0001465,POL001290,PO00258,SUP003,SKU0028,STR007,2025-11-21,2025-12-01,2025-12-01,45,45,Complete
DEV0001466,POL001291,PO00259,SUP002,SKU0031,STR014,2025-11-21,2025-12-01,2025-12-01,107,107,Complete
DEV0001467,POL001292,PO00259,SUP008,SKU0034,STR021,2025-11-21,2025-12-01,2025-12-01,135,135,Complete
DEV0001468,POL001293,PO00259,SUP007,SKU0037,STR004,2025-11-21,2025-12-01,2025-12-06,97,97,Complete
DEV0001469,POL001294,PO00259,SUP001,SKU0040,STR011,2025-11-21,2025-12-01,2025-11-30,64,64,Complete
DEV0001470,POL001295,PO00259,SUP012,SKU0043,STR018,2025-11-21,2025-12-01,2025-11-30,91,91,Complete
DEV0001471,POL001296,PO00260,SUP006,SKU0046,STR001,2025-11-21,2025-12-01,2025-12-06,37,37,Complete
DEV0001472,POL001297,PO00260,SUP012,SKU0049,STR008,2025-11-21,2025-12-01,2025-11-30,131,118,Partially Received
DEV0001473,POL001298,PO00260,SUP011,SKU0052,STR015,2025-11-21,2025-12-01,2025-11-30,37,37,Complete
DEV0001474,POL001299,PO00260,SUP005,SKU0055,STR022,2025-11-21,2025-12-01,2025-11-30,87,87,Complete
DEV0001475,POL001300,PO00260,SUP004,SKU0058,STR005,2025-11-21,2025-12-01,2025-11-29,123,123,Complete
DEV0001476,POL001301,PO00261,SUP010,SKU0061,STR012,2025-11-21,2025-12-01,2025-11-30,30,30,Complete
DEV0001477,POL001302,PO00261,SUP009,SKU0064,STR019,2025-11-21,2025-12-01,2025-11-30,108,108,Complete
DEV0001478,POL001303,PO00261,SUP003,SKU0067,STR002,2025-11-21,2025-12-01,2025-12-05,33,33,Complete
DEV0001479,POL001304,PO00261,SUP009,SKU0070,STR009,2025-11-21,2025-12-01,2025-12-06,72,72,Complete
DEV0001480,POL001305,PO00261,SUP008,SKU0073,STR016,2025-11-21,2025-12-01,2025-12-03,80,59,Partially Received
DEV0001481,POL001306,PO00262,SUP002,SKU0076,STR023,2025-11-21,2025-12-01,2025-11-28,66,42,Complete
DEV0001482,POL001306,PO00262,SUP002,SKU0076,STR023,2025-11-21,2025-12-01,2025-11-29,66,24,Complete
DEV0001483,POL001307,PO00262,SUP001,SKU0079,STR006,2025-11-21,2025-12-01,2025-11-30,83,83,Complete
DEV0001484,POL001308,PO00262,SUP007,SKU0082,STR013,2025-11-21,2025-12-01,2025-11-29,61,61,Complete
DEV0001485,POL001309,PO00262,SUP006,SKU0085,STR020,2025-11-21,2025-12-01,2025-12-03,65,65,Complete
DEV0001486,POL001310,PO00262,SUP012,SKU0088,STR003,2025-11-21,2025-12-01,2025-12-01,86,86,Complete
DEV0001487,POL001311,PO00263,SUP006,SKU0091,STR010,2025-11-21,2025-12-01,2025-11-29,35,35,Complete
DEV0001488,POL001312,PO00263,SUP005,SKU0094,STR017,2025-11-21,2025-12-01,2025-12-01,115,115,Complete
DEV0001489,POL001313,PO00263,SUP006,SKU0003,STR024,2025-11-28,2025-12-08,2025-12-07,90,90,Complete
DEV0001490,POL001314,PO00263,SUP012,SKU0006,STR007,2025-11-28,2025-12-08,2025-12-11,85,85,Complete
DEV0001491,POL001315,PO00263,SUP011,SKU0009,STR014,2025-11-28,2025-12-08,2025-12-08,134,117,Partially Received
DEV0001492,POL001316,PO00264,SUP005,SKU0012,STR021,2025-11-28,2025-12-08,2025-12-07,49,49,Complete
DEV0001493,POL001317,PO00264,SUP004,SKU0015,STR004,2025-11-28,2025-12-08,2025-12-09,65,36,Complete
DEV0001494,POL001317,PO00264,SUP004,SKU0015,STR004,2025-11-28,2025-12-08,2025-12-10,65,29,Complete
DEV0001495,POL001318,PO00264,SUP010,SKU0018,STR011,2025-11-28,2025-12-08,2025-12-07,114,78,Complete
DEV0001496,POL001318,PO00264,SUP010,SKU0018,STR011,2025-11-28,2025-12-08,2025-12-08,114,36,Complete
DEV0001497,POL001319,PO00264,SUP004,SKU0021,STR018,2025-11-28,2025-12-08,2025-12-12,72,72,Complete
DEV0001498,POL001320,PO00264,SUP003,SKU0024,STR001,2025-11-28,2025-12-08,2025-12-08,133,133,Complete
DEV0001499,POL001321,PO00265,SUP009,SKU0027,STR008,2025-11-28,2025-12-08,2025-12-06,45,45,Complete
DEV0001500,POL001322,PO00265,SUP008,SKU0030,STR015,2025-11-28,2025-12-08,2025-12-08,66,66,Complete
DEV0001501,POL001323,PO00265,SUP002,SKU0033,STR022,2025-11-28,2025-12-08,2025-12-08,47,47,Complete
DEV0001502,POL001324,PO00265,SUP001,SKU0036,STR005,2025-11-28,2025-12-08,2025-12-06,118,87,Complete
DEV0001503,POL001324,PO00265,SUP001,SKU0036,STR005,2025-11-28,2025-12-08,2025-12-07,118,31,Complete
DEV0001504,POL001325,PO00265,SUP007,SKU0039,STR012,2025-11-28,2025-12-08,2025-12-06,82,82,Complete
DEV0001505,POL001326,PO00266,SUP001,SKU0042,STR019,2025-11-28,2025-12-08,2025-12-07,122,122,Complete
DEV0001506,POL001327,PO00266,SUP012,SKU0045,STR002,2025-11-28,2025-12-08,2025-12-06,61,61,Complete
DEV0001507,POL001328,PO00266,SUP006,SKU0048,STR009,2025-11-28,2025-12-08,2025-12-07,125,125,Complete
DEV0001508,POL001329,PO00266,SUP005,SKU0051,STR016,2025-11-28,2025-12-08,2025-12-07,70,70,Complete
DEV0001509,POL001330,PO00266,SUP011,SKU0054,STR023,2025-11-28,2025-12-08,2025-12-07,93,93,Complete
DEV0001510,POL001331,PO00267,SUP010,SKU0057,STR006,2025-11-28,2025-12-08,2025-12-05,56,37,Complete
DEV0001511,POL001331,PO00267,SUP010,SKU0057,STR006,2025-11-28,2025-12-08,2025-12-06,56,19,Complete
DEV0001512,POL001332,PO00267,SUP004,SKU0060,STR013,2025-11-28,2025-12-08,2025-12-08,52,52,Complete
DEV0001513,POL001333,PO00267,SUP010,SKU0063,STR020,2025-11-28,2025-12-08,2025-12-06,59,59,Complete
DEV0001514,POL001334,PO00267,SUP009,SKU0066,STR003,2025-11-28,2025-12-08,2025-12-07,45,45,Complete
DEV0001515,POL001335,PO00267,SUP003,SKU0069,STR010,2025-11-28,2025-12-08,2025-12-06,77,35,Complete
DEV0001516,POL001335,PO00267,SUP003,SKU0069,STR010,2025-11-28,2025-12-08,2025-12-07,77,42,Complete
DEV0001517,POL001336,PO00268,SUP002,SKU0072,STR017,2025-11-28,2025-12-08,2025-12-10,66,55,Partially Received
DEV0001518,POL001337,PO00268,SUP008,SKU0075,STR024,2025-11-28,2025-12-08,2025-12-08,31,31,Complete
DEV0001519,POL001338,PO00268,SUP007,SKU0078,STR007,2025-11-28,2025-12-08,2025-12-07,58,58,Complete
DEV0001520,POL001339,PO00268,SUP001,SKU0081,STR014,2025-11-28,2025-12-08,2025-12-06,27,27,Complete
DEV0001521,POL001340,PO00268,SUP007,SKU0084,STR021,2025-11-28,2025-12-08,2025-12-07,26,26,Complete
DEV0001522,POL001341,PO00269,SUP006,SKU0087,STR004,2025-11-28,2025-12-08,2025-12-08,70,70,Complete
DEV0001523,POL001342,PO00269,SUP012,SKU0090,STR011,2025-11-28,2025-12-08,2025-12-13,112,112,Complete
DEV0001524,POL001343,PO00269,SUP011,SKU0093,STR018,2025-11-28,2025-12-08,2025-12-07,83,83,Complete
DEV0001525,POL001344,PO00269,SUP005,SKU0096,STR001,2025-11-28,2025-12-08,2025-12-13,71,71,Complete
DEV0001526,POL001345,PO00269,SUP012,SKU0002,STR008,2025-12-05,2025-12-15,2025-12-14,59,35,Complete
DEV0001527,POL001345,PO00269,SUP012,SKU0002,STR008,2025-12-05,2025-12-15,2025-12-15,59,24,Complete
DEV0001528,POL001346,PO00270,SUP006,SKU0005,STR015,2025-12-05,2025-12-15,2025-12-17,45,45,Complete
DEV0001529,POL001347,PO00270,SUP005,SKU0008,STR022,2025-12-05,2025-12-15,2025-12-13,69,69,Complete
DEV0001530,POL001348,PO00270,SUP011,SKU0011,STR005,2025-12-05,2025-12-15,2025-12-14,105,105,Complete
DEV0001531,POL001349,PO00270,SUP005,SKU0014,STR012,2025-12-05,2025-12-15,2025-12-15,130,130,Complete
DEV0001532,POL001350,PO00270,SUP004,SKU0017,STR019,2025-12-05,2025-12-15,2025-12-15,28,28,Complete
DEV0001533,POL001351,PO00271,SUP010,SKU0020,STR002,2025-12-05,2025-12-15,2025-12-14,117,117,Complete
DEV0001534,POL001352,PO00271,SUP009,SKU0023,STR009,2025-12-05,2025-12-15,2025-12-18,33,33,Complete
DEV0001535,POL001353,PO00271,SUP003,SKU0026,STR016,2025-12-05,2025-12-15,2025-12-13,67,43,Complete
DEV0001536,POL001353,PO00271,SUP003,SKU0026,STR016,2025-12-05,2025-12-15,2025-12-14,67,24,Complete
DEV0001537,POL001354,PO00271,SUP002,SKU0029,STR023,2025-12-05,2025-12-15,2025-12-13,126,126,Complete
DEV0001538,POL001355,PO00271,SUP008,SKU0032,STR006,2025-12-05,2025-12-15,2025-12-13,69,69,Complete
DEV0001539,POL001356,PO00272,SUP002,SKU0035,STR013,2025-12-05,2025-12-15,2025-12-13,55,33,Complete
DEV0001540,POL001356,PO00272,SUP002,SKU0035,STR013,2025-12-05,2025-12-15,2025-12-14,55,22,Complete
DEV0001541,POL001357,PO00272,SUP001,SKU0038,STR020,2025-12-05,2025-12-15,2025-12-13,105,105,Complete
DEV0001542,POL001358,PO00272,SUP007,SKU0041,STR003,2025-12-05,2025-12-15,2025-12-13,47,47,Complete
DEV0001543,POL001359,PO00272,SUP006,SKU0044,STR010,2025-12-05,2025-12-15,2025-12-14,37,37,Complete
DEV0001544,POL001360,PO00272,SUP012,SKU0047,STR017,2025-12-05,2025-12-15,2025-12-14,46,46,Complete
DEV0001545,POL001361,PO00273,SUP011,SKU0050,STR024,2025-12-05,2025-12-15,2025-12-14,109,64,Complete
DEV0001546,POL001361,PO00273,SUP011,SKU0050,STR024,2025-12-05,2025-12-15,2025-12-15,109,45,Complete
DEV0001547,POL001362,PO00273,SUP005,SKU0053,STR007,2025-12-05,2025-12-15,2025-12-14,106,106,Complete
DEV0001548,POL001363,PO00273,SUP011,SKU0056,STR014,2025-12-05,2025-12-15,2025-12-17,74,54,Complete
DEV0001549,POL001363,PO00273,SUP011,SKU0056,STR014,2025-12-05,2025-12-15,2025-12-18,74,20,Complete
DEV0001550,POL001364,PO00273,SUP010,SKU0059,STR021,2025-12-05,2025-12-15,2025-12-15,105,105,Complete
DEV0001551,POL001365,PO00273,SUP004,SKU0062,STR004,2025-12-05,2025-12-15,2025-12-14,65,65,Complete
DEV0001552,POL001366,PO00274,SUP003,SKU0065,STR011,2025-12-05,2025-12-15,2025-12-14,62,62,Complete
DEV0001553,POL001367,PO00274,SUP009,SKU0068,STR018,2025-12-05,2025-12-15,2025-12-17,71,49,Partially Received
DEV0001554,POL001368,PO00274,SUP008,SKU0071,STR001,2025-12-05,2025-12-15,2025-12-14,104,104,Complete
DEV0001555,POL001369,PO00274,SUP002,SKU0074,STR008,2025-12-05,2025-12-15,2025-12-15,71,71,Complete
DEV0001556,POL001370,PO00274,SUP008,SKU0077,STR015,2025-12-05,2025-12-15,2025-12-18,94,67,Partially Received
DEV0001557,POL001371,PO00275,SUP007,SKU0080,STR022,2025-12-05,2025-12-15,2025-12-13,100,100,Complete
DEV0001558,POL001372,PO00275,SUP001,SKU0083,STR005,2025-12-05,2025-12-15,2025-12-15,64,64,Complete
DEV0001559,POL001373,PO00275,SUP012,SKU0086,STR012,2025-12-05,2025-12-15,2025-12-13,60,60,Complete
DEV0001560,POL001374,PO00275,SUP006,SKU0089,STR019,2025-12-05,2025-12-15,2025-12-14,116,116,Complete
DEV0001561,POL001375,PO00275,SUP005,SKU0092,STR002,2025-12-05,2025-12-15,2025-12-15,50,50,Complete
DEV0001562,POL001376,PO00276,SUP011,SKU0095,STR009,2025-12-05,2025-12-15,2025-12-15,45,45,Complete
DEV0001563,POL001377,PO00276,SUP006,SKU0001,STR016,2025-12-12,2025-12-22,2025-12-22,129,85,Complete
DEV0001564,POL001377,PO00276,SUP006,SKU0001,STR016,2025-12-12,2025-12-22,2025-12-23,129,44,Complete
DEV0001565,POL001378,PO00276,SUP012,SKU0004,STR023,2025-12-12,2025-12-22,2025-12-21,88,81,Partially Received
DEV0001566,POL001379,PO00276,SUP006,SKU0007,STR006,2025-12-12,2025-12-22,2025-12-20,85,85,Complete
DEV0001567,POL001380,PO00276,SUP005,SKU0010,STR013,2025-12-12,2025-12-22,2025-12-19,116,76,Complete
DEV0001568,POL001380,PO00276,SUP005,SKU0010,STR013,2025-12-12,2025-12-22,2025-12-20,116,40,Complete
DEV0001569,POL001381,PO00277,SUP011,SKU0013,STR020,2025-12-12,2025-12-22,2025-12-21,80,80,Complete
DEV0001570,POL001382,PO00277,SUP010,SKU0016,STR003,2025-12-12,2025-12-22,2025-12-21,81,81,Complete
DEV0001571,POL001383,PO00277,SUP004,SKU0019,STR010,2025-12-12,2025-12-22,2025-12-20,105,105,Complete
DEV0001572,POL001384,PO00277,SUP003,SKU0022,STR017,2025-12-12,2025-12-22,2025-12-19,85,43,Complete
DEV0001573,POL001384,PO00277,SUP003,SKU0022,STR017,2025-12-12,2025-12-22,2025-12-20,85,42,Complete
DEV0001574,POL001385,PO00277,SUP009,SKU0025,STR024,2025-12-12,2025-12-22,2025-12-22,68,68,Complete
DEV0001575,POL001386,PO00278,SUP003,SKU0028,STR007,2025-12-12,2025-12-22,2025-12-20,33,33,Complete
DEV0001576,POL001387,PO00278,SUP002,SKU0031,STR014,2025-12-12,2025-12-22,2025-12-20,65,65,Complete
DEV0001577,POL001388,PO00278,SUP008,SKU0034,STR021,2025-12-12,2025-12-22,2025-12-20,52,24,Complete
DEV0001578,POL001388,PO00278,SUP008,SKU0034,STR021,2025-12-12,2025-12-22,2025-12-21,52,28,Complete
DEV0001579,POL001389,PO00278,SUP007,SKU0037,STR004,2025-12-12,2025-12-22,2025-12-22,81,81,Complete
DEV0001580,POL001390,PO00278,SUP001,SKU0040,STR011,2025-12-12,2025-12-22,2025-12-20,117,65,Complete
DEV0001581,POL001390,PO00278,SUP001,SKU0040,STR011,2025-12-12,2025-12-22,2025-12-21,117,52,Complete
DEV0001582,POL001391,PO00279,SUP012,SKU0043,STR018,2025-12-12,2025-12-22,2025-12-22,37,37,Complete
DEV0001583,POL001392,PO00279,SUP006,SKU0046,STR001,2025-12-12,2025-12-22,2025-12-20,127,127,Complete
DEV0001584,POL001393,PO00279,SUP012,SKU0049,STR008,2025-12-12,2025-12-22,2025-12-20,104,104,Complete
DEV0001585,POL001394,PO00279,SUP011,SKU0052,STR015,2025-12-12,2025-12-22,2025-12-21,130,130,Complete
DEV0001586,POL001395,PO00279,SUP005,SKU0055,STR022,2025-12-12,2025-12-22,2025-12-21,80,80,Complete
DEV0001587,POL001396,PO00280,SUP004,SKU0058,STR005,2025-12-12,2025-12-22,2025-12-20,53,53,Complete
DEV0001588,POL001397,PO00280,SUP010,SKU0061,STR012,2025-12-12,2025-12-22,2025-12-22,66,66,Complete
DEV0001589,POL001398,PO00280,SUP009,SKU0064,STR019,2025-12-12,2025-12-22,2025-12-20,100,100,Complete
DEV0001590,POL001399,PO00280,SUP003,SKU0067,STR002,2025-12-12,2025-12-22,2025-12-22,68,68,Complete
DEV0001591,POL001400,PO00280,SUP009,SKU0070,STR009,2025-12-12,2025-12-22,2025-12-20,131,131,Complete
DEV0001592,POL001401,PO00281,SUP008,SKU0073,STR016,2025-12-12,2025-12-22,2025-12-20,131,131,Complete
DEV0001593,POL001402,PO00281,SUP002,SKU0076,STR023,2025-12-12,2025-12-22,2025-12-19,80,60,Complete
DEV0001594,POL001402,PO00281,SUP002,SKU0076,STR023,2025-12-12,2025-12-22,2025-12-20,80,20,Complete
DEV0001595,POL001403,PO00281,SUP001,SKU0079,STR006,2025-12-12,2025-12-22,2025-12-25,125,125,Complete
DEV0001596,POL001404,PO00281,SUP007,SKU0082,STR013,2025-12-12,2025-12-22,2025-12-21,45,45,Complete
DEV0001597,POL001405,PO00281,SUP006,SKU0085,STR020,2025-12-12,2025-12-22,2025-12-20,109,109,Complete
DEV0001598,POL001406,PO00282,SUP012,SKU0088,STR003,2025-12-12,2025-12-22,2025-12-22,137,137,Complete
DEV0001599,POL001407,PO00282,SUP006,SKU0091,STR010,2025-12-12,2025-12-22,2025-12-21,93,93,Complete
DEV0001600,POL001408,PO00282,SUP005,SKU0094,STR017,2025-12-12,2025-12-22,2025-12-22,133,133,Complete
DEV0001601,POL001409,PO00282,SUP006,SKU0003,STR024,2025-12-19,2025-12-29,2025-12-28,57,57,Complete
DEV0001602,POL001410,PO00282,SUP012,SKU0006,STR007,2025-12-19,2025-12-29,2025-12-29,64,64,Complete
DEV0001603,POL001411,PO00283,SUP011,SKU0009,STR014,2025-12-19,2025-12-29,2025-12-28,55,55,Complete
DEV0001604,POL001412,PO00283,SUP005,SKU0012,STR021,2025-12-19,2025-12-29,2025-12-29,82,82,Complete
DEV0001605,POL001413,PO00283,SUP004,SKU0015,STR004,2025-12-19,2025-12-29,2025-12-29,135,135,Complete
DEV0001606,POL001414,PO00283,SUP010,SKU0018,STR011,2025-12-19,2025-12-29,2025-12-28,49,49,Complete
DEV0001607,POL001415,PO00283,SUP004,SKU0021,STR018,2025-12-19,2025-12-29,2025-12-29,134,134,Complete
DEV0001608,POL001416,PO00284,SUP003,SKU0024,STR001,2025-12-19,2025-12-29,2025-12-29,61,61,Complete
DEV0001609,POL001417,PO00284,SUP009,SKU0027,STR008,2025-12-19,2025-12-29,2025-12-27,111,111,Complete
DEV0001610,POL001418,PO00284,SUP008,SKU0030,STR015,2025-12-19,2025-12-29,2025-12-28,95,69,Complete
DEV0001611,POL001418,PO00284,SUP008,SKU0030,STR015,2025-12-19,2025-12-29,2025-12-29,95,26,Complete
DEV0001612,POL001419,PO00284,SUP002,SKU0033,STR022,2025-12-19,2025-12-29,2025-12-27,49,49,Complete
DEV0001613,POL001420,PO00284,SUP001,SKU0036,STR005,2025-12-19,2025-12-29,2025-12-29,96,96,Complete
DEV0001614,POL001421,PO00285,SUP007,SKU0039,STR012,2025-12-19,2025-12-29,2026-01-02,92,92,Complete
DEV0001615,POL001422,PO00285,SUP001,SKU0042,STR019,2025-12-19,2025-12-29,2025-12-26,113,68,Complete
DEV0001616,POL001422,PO00285,SUP001,SKU0042,STR019,2025-12-19,2025-12-29,2025-12-27,113,45,Complete
DEV0001617,POL001423,PO00285,SUP012,SKU0045,STR002,2025-12-19,2025-12-29,2025-12-27,35,35,Complete
DEV0001618,POL001424,PO00285,SUP006,SKU0048,STR009,2025-12-19,2025-12-29,2025-12-27,77,77,Complete
DEV0001619,POL001425,PO00285,SUP005,SKU0051,STR016,2025-12-19,2025-12-29,2025-12-29,114,114,Complete
DEV0001620,POL001426,PO00286,SUP011,SKU0054,STR023,2025-12-19,2025-12-29,2025-12-27,31,28,Partially Received
DEV0001621,POL001427,PO00286,SUP010,SKU0057,STR006,2025-12-19,2025-12-29,2025-12-27,124,124,Complete
DEV0001622,POL001428,PO00286,SUP004,SKU0060,STR013,2025-12-19,2025-12-29,2025-12-29,115,115,Complete
DEV0001623,POL001429,PO00286,SUP010,SKU0063,STR020,2025-12-19,2025-12-29,2025-12-28,91,91,Complete
