week_start,store_id,product_id,promotion_id,units_sold,gross_sales,discount_value,net_sales,cost_of_goods,returns_units
2025-04-14,STR017,SKU0039,,8,58.00,0.00,58.00,28.64,0
2025-04-21,STR017,SKU0039,,10,72.50,0.00,72.50,35.80,0
2025-04-28,STR017,SKU0039,,6,43.50,0.00,43.50,21.48,0
2025-05-05,STR017,SKU0039,,7,50.75,0.00,50.75,25.06,0
2025-05-12,STR017,SKU0039,,4,29.00,0.00,29.00,14.32,0
2025-05-19,STR017,SKU0039,,16,116.00,0.00,116.00,57.28,0
2025-05-26,STR017,SKU0039,,15,108.75,0.00,108.75,53.70,0
2025-06-02,STR017,SKU0039,,4,29.00,0.00,29.00,14.32,0
2025-06-09,STR017,SKU0039,,14,101.50,0.00,101.50,50.12,0
2025-06-16,STR017,SKU0039,,8,58.00,0.00,58.00,28.64,0
2025-06-23,STR017,SKU0039,,19,137.75,0.00,137.75,68.02,0
2025-06-30,STR017,SKU0039,,13,94.25,0.00,94.25,46.54,0
2025-07-07,STR017,SKU0039,,8,58.00,0.00,58.00,28.64,0
2025-07-14,STR017,SKU0039,,8,58.00,0.00,58.00,28.64,0
2025-07-21,STR017,SKU0039,,11,79.75,0.00,79.75,39.38,0
2025-07-28,STR017,SKU0039,,12,87.00,0.00,87.00,42.96,0
2025-08-04,STR017,SKU0039,,4,29.00,0.00,29.00,14.32,0
2025-08-11,STR017,SKU0039,,14,101.50,0.00,101.50,50.12,0
2025-08-18,STR017,SKU0039,,13,94.25,0.00,94.25,46.54,0
2025-08-25,STR017,SKU0039,,10,72.50,0.00,72.50,35.80,0
2025-09-01,STR017,SKU0039,,15,108.75,0.00,108.75,53.70,0
2025-09-08,STR017,SKU0039,,9,65.25,0.00,65.25,32.22,0
2025-09-15,STR017,SKU0039,,5,36.25,0.00,36.25,17.90,0
2025-09-22,STR017,SKU0039,,9,65.25,0.00,65.25,32.22,0
2025-09-29,STR017,SKU0039,,10,72.50,0.00,72.50,35.80,0
2025-10-06,STR017,SKU0039,,9,65.25,0.00,65.25,32.22,0
2025-10-13,STR017,SKU0039,,12,87.00,0.00,87.00,42.96,0
2025-10-20,STR017,SKU0039,,2,14.50,0.00,14.50,7.16,0
2025-10-27,STR017,SKU0039,,3,21.75,0.00,21.75,10.74,0
2025-11-03,STR017,SKU0039,,12,87.00,0.00,87.00,42.96,0
2025-11-10,STR017,SKU0039,,11,79.75,0.00,79.75,39.38,0
2025-11-17,STR017,SKU0039,,11,79.75,0.00,79.75,39.38,0
2025-11-24,STR017,SKU0039,,14,101.50,0.00,101.50,50.12,0
2025-12-01,STR017,SKU0039,,14,101.50,0.00,101.50,50.12,0
2025-12-08,STR017,SKU0039,,9,65.25,0.00,65.25,32.22,0
2025-12-15,STR017,SKU0039,,9,65.25,0.00,65.25,32.22,0
2025-12-22,STR017,SKU0039,,6,43.50,0.00,43.50,21.48,0
2025-12-29,STR017,SKU0039,,10,72.50,0.00,72.50,35.80,0
2026-01-05,STR017,SKU0039,,11,79.75,0.00,79.75,39.38,0
2026-01-12,STR017,SKU0039,,8,58.00,0.00,58.00,28.64,0
2026-01-19,STR017,SKU0039,,11,79.75,0.00,79.75,39.38,0
2026-01-26,STR017,SKU0039,,6,43.50,0.00,43.50,21.48,0
2026-02-02,STR017,SKU0039,,7,50.75,0.00,50.75,25.06,0
2026-02-09,STR017,SKU0039,,11,79.75,0.00,79.75,39.38,0
2026-02-16,STR017,SKU0039,,6,43.50,0.00,43.50,21.48,0
2026-02-23,STR017,SKU0039,,11,79.75,0.00,79.75,39.38,0
2026-03-02,STR017,SKU0039,,5,36.25,0.00,36.25,17.90,0
2026-03-09,STR017,SKU0039,,13,94.25,0.00,94.25,46.54,0
2026-03-16,STR017,SKU0039,,16,116.00,0.00,116.00,57.28,0
2026-03-23,STR017,SKU0039,,8,58.00,0.00,58.00,28.64,0
2026-03-30,STR017,SKU0039,,9,65.25,0.00,65.25,32.22,0
2026-04-06,STR017,SKU0039,,10,72.50,0.00,72.50,35.80,0
2026-04-13,STR017,SKU0039,,10,72.50,0.00,72.50,35.80,0
2026-04-20,STR017,SKU0039,,7,50.75,0.00,50.75,25.06,0
2026-04-27,STR017,SKU0039,,6,43.50,0.00,43.50,21.48,0
2026-05-04,STR017,SKU0039,,10,72.50,0.00,72.50,35.80,0
2026-05-11,STR017,SKU0039,,8,58.00,0.00,58.00,28.64,0
2026-05-18,STR017,SKU0039,,10,72.50,0.00,72.50,35.80,0
2026-05-25,STR017,SKU0039,,7,50.75,0.00,50.75,25.06,0
2026-06-01,STR017,SKU0039,,9,65.25,0.00,65.25,32.22,0
2026-06-08,STR017,SKU0039,,20,145.00,0.00,145.00,71.60,0
2026-06-15,STR017,SKU0039,,12,87.00,0.00,87.00,42.96,0
2026-06-22,STR017,SKU0039,,8,58.00,0.00,58.00,28.64,0
2026-06-29,STR017,SKU0039,,13,94.25,0.00,94.25,46.54,0
2026-07-06,STR017,SKU0039,,12,87.00,0.00,87.00,42.96,0
2026-07-13,STR017,SKU0039,,7,50.75,0.00,50.75,25.06,0
2026-07-20,STR017,SKU0039,,12,87.00,0.00,87.00,42.96,0
2026-07-27,STR017,SKU0039,,11,79.75,0.00,79.75,39.38,0
2026-08-03,STR017,SKU0039,,13,94.25,0.00,94.25,46.54,0
2025-03-24,STR017,SKU0042,,15,666.00,0.00,666.00,361.80,0
2025-03-31,STR017,SKU0042,,8,355.20,0.00,355.20,192.96,0
2025-04-07,STR017,SKU0042,,7,310.80,0.00,310.80,168.84,0
2025-04-14,STR017,SKU0042,,7,310.80,0.00,310.80,168.84,0
2025-04-21,STR017,SKU0042,,7,310.80,0.00,310.80,168.84,0
2025-04-28,STR017,SKU0042,,8,355.20,0.00,355.20,192.96,0
2025-05-05,STR017,SKU0042,,12,532.80,0.00,532.80,289.44,0
2025-05-12,STR017,SKU0042,PRM037,14,621.60,142.94,478.66,337.68,0
2025-05-19,STR017,SKU0042,,7,310.80,0.00,310.80,168.84,0
2025-05-26,STR017,SKU0042,,11,488.40,0.00,488.40,265.32,0
2025-06-02,STR017,SKU0042,,8,355.20,0.00,355.20,192.96,0
2025-06-09,STR017,SKU0042,,13,577.20,0.00,577.20,313.56,0
2025-06-16,STR017,SKU0042,,10,444.00,0.00,444.00,241.20,0
2025-06-23,STR017,SKU0042,,13,577.20,0.00,577.20,313.56,0
2025-06-30,STR017,SKU0042,,6,266.40,0.00,266.40,144.72,0
2025-07-07,STR017,SKU0042,,10,444.00,0.00,444.00,241.20,0
2025-07-14,STR017,SKU0042,,17,754.80,0.00,754.80,410.04,0
2025-07-21,STR017,SKU0042,,9,399.60,0.00,399.60,217.08,0
2025-07-28,STR017,SKU0042,,14,621.60,0.00,621.60,337.68,0
2025-08-04,STR017,SKU0042,,14,621.60,0.00,621.60,337.68,0
2025-08-11,STR017,SKU0042,,9,399.60,0.00,399.60,217.08,0
2025-08-18,STR017,SKU0042,,14,621.60,0.00,621.60,337.68,0
2025-08-25,STR017,SKU0042,,17,754.80,0.00,754.80,410.04,0
2025-09-01,STR017,SKU0042,,5,222.00,0.00,222.00,120.60,0
2025-09-08,STR017,SKU0042,,12,532.80,0.00,532.80,289.44,0
2025-09-15,STR017,SKU0042,,8,355.20,0.00,355.20,192.96,0
2025-09-22,STR017,SKU0042,,6,266.40,0.00,266.40,144.72,0
2025-09-29,STR017,SKU0042,,15,666.00,0.00,666.00,361.80,0
2025-10-06,STR017,SKU0042,,11,488.40,0.00,488.40,265.32,0
2025-10-13,STR017,SKU0042,,10,444.00,0.00,444.00,241.20,0
2025-10-20,STR017,SKU0042,,14,621.60,0.00,621.60,337.68,0
2025-10-27,STR017,SKU0042,,13,577.20,0.00,577.20,313.56,0
2025-11-03,STR017,SKU0042,,7,310.80,0.00,310.80,168.84,0
2025-11-10,STR017,SKU0042,,8,355.20,0.00,355.20,192.96,0
2025-11-17,STR017,SKU0042,,11,488.40,0.00,488.40,265.32,0
2025-11-24,STR017,SKU0042,,3,133.20,0.00,133.20,72.36,0
2025-12-01,STR017,SKU0042,,6,266.40,0.00,266.40,144.72,0
2025-12-08,STR017,SKU0042,,13,577.20,0.00,577.20,313.56,0
2025-12-15,STR017,SKU0042,,5,222.00,0.00,222.00,120.60,0
2025-12-22,STR017,SKU0042,,6,266.40,0.00,266.40,144.72,0
2025-12-29,STR017,SKU0042,,11,488.40,0.00,488.40,265.32,0
2026-01-05,STR017,SKU0042,,11,488.40,0.00,488.40,265.32,0
2026-01-12,STR017,SKU0042,,13,577.20,0.00,577.20,313.56,0
2026-01-19,STR017,SKU0042,,8,355.20,0.00,355.20,192.96,0
2026-01-26,STR017,SKU0042,,7,310.80,0.00,310.80,168.84,0
2026-02-02,STR017,SKU0042,,11,488.40,0.00,488.40,265.32,0
2026-02-09,STR017,SKU0042,,6,266.40,0.00,266.40,144.72,0
2026-02-16,STR017,SKU0042,,8,355.20,0.00,355.20,192.96,0
2026-02-23,STR017,SKU0042,,17,754.80,0.00,754.80,410.04,0
2026-03-02,STR017,SKU0042,,17,754.80,0.00,754.80,410.04,0
2026-03-09,STR017,SKU0042,,9,399.60,0.00,399.60,217.08,0
2026-03-16,STR017,SKU0042,,12,532.80,0.00,532.80,289.44,0
2026-03-23,STR017,SKU0042,,15,666.00,0.00,666.00,361.80,0
2026-03-30,STR017,SKU0042,,7,310.80,0.00,310.80,168.84,0
2026-04-06,STR017,SKU0042,,4,177.60,0.00,177.60,96.48,0
2026-04-13,STR017,SKU0042,,11,488.40,0.00,488.40,265.32,0
2026-04-20,STR017,SKU0042,,9,399.60,0.00,399.60,217.08,0
2026-04-27,STR017,SKU0042,,8,355.20,0.00,355.20,192.96,0
2026-05-04,STR017,SKU0042,,10,444.00,0.00,444.00,241.20,0
2026-05-11,STR017,SKU0042,,9,399.60,0.00,399.60,217.08,0
2026-05-18,STR017,SKU0042,,8,355.20,0.00,355.20,192.96,0
2026-05-25,STR017,SKU0042,,6,266.40,0.00,266.40,144.72,0
2026-06-01,STR017,SKU0042,,12,532.80,0.00,532.80,289.44,0
2026-06-08,STR017,SKU0042,,22,976.80,0.00,976.80,530.64,0
2026-06-15,STR017,SKU0042,,11,488.40,0.00,488.40,265.32,0
2026-06-22,STR017,SKU0042,,8,355.20,0.00,355.20,192.96,0
2026-06-29,STR017,SKU0042,,11,488.40,0.00,488.40,265.32,0
2026-07-06,STR017,SKU0042,,7,310.80,0.00,310.80,168.84,0
2026-07-13,STR017,SKU0042,,18,799.20,0.00,799.20,434.16,0
2026-07-20,STR017,SKU0042,,8,355.20,0.00,355.20,192.96,0
2026-07-27,STR017,SKU0042,,14,621.60,0.00,621.60,337.68,0
2026-08-03,STR017,SKU0042,,6,266.40,0.00,266.40,144.72,0
2025-06-09,STR017,SKU0043,,13,194.22,0.00,194.22,94.12,0
2025-06-16,STR017,SKU0043,,9,134.46,0.00,134.46,65.16,0
2025-06-23,STR017,SKU0043,,6,89.64,0.00,89.64,43.44,0
2025-06-30,STR017,SKU0043,,9,134.46,0.00,134.46,65.16,0
2025-07-07,STR017,SKU0043,,7,104.58,0.00,104.58,50.68,0
2025-07-14,STR017,SKU0043,,8,119.52,0.00,119.52,57.92,0
2025-07-21,STR017,SKU0043,,8,119.52,0.00,119.52,57.92,0
2025-07-28,STR017,SKU0043,,11,164.34,0.00,164.34,79.64,0
2025-08-04,STR017,SKU0043,,12,179.28,0.00,179.28,86.88,0
2025-08-11,STR017,SKU0043,,15,224.10,0.00,224.10,108.60,0
2025-08-18,STR017,SKU0043,,8,119.52,0.00,119.52,57.92,0
2025-08-25,STR017,SKU0043,,16,239.04,0.00,239.04,115.84,0
2025-09-01,STR017,SKU0043,,8,119.52,0.00,119.52,57.92,0
2025-09-08,STR017,SKU0043,,13,194.22,0.00,194.22,94.12,0
2025-09-15,STR017,SKU0043,,8,119.52,0.00,119.52,57.92,0
2025-09-22,STR017,SKU0043,,15,224.10,0.00,224.10,108.60,0
2025-09-29,STR017,SKU0043,,9,134.46,0.00,134.46,65.16,0
2025-10-06,STR017,SKU0043,,10,149.40,0.00,149.40,72.40,0
2025-10-13,STR017,SKU0043,,4,59.76,0.00,59.76,28.96,0
2025-10-20,STR017,SKU0043,,16,239.04,0.00,239.04,115.84,0
2025-10-27,STR017,SKU0043,,6,89.64,0.00,89.64,43.44,0
2025-11-03,STR017,SKU0043,,9,134.46,0.00,134.46,65.16,0
2025-11-10,STR017,SKU0043,,10,149.40,0.00,149.40,72.40,0
2025-11-17,STR017,SKU0043,,11,164.34,0.00,164.34,79.64,0
2025-11-24,STR017,SKU0043,,14,209.16,0.00,209.16,101.36,0
2025-12-01,STR017,SKU0043,,8,119.52,0.00,119.52,57.92,0
2025-12-08,STR017,SKU0043,,7,104.58,0.00,104.58,50.68,0
2025-12-15,STR017,SKU0043,,12,179.28,0.00,179.28,86.88,0
2025-12-22,STR017,SKU0043,,16,239.04,0.00,239.04,115.84,0
2025-12-29,STR017,SKU0043,,13,194.22,0.00,194.22,94.12,0
2026-01-05,STR017,SKU0043,,12,179.28,0.00,179.28,86.88,0
2026-01-12,STR017,SKU0043,,14,209.16,0.00,209.16,101.36,0
2026-01-19,STR017,SKU0043,,10,149.40,0.00,149.40,72.40,0
2026-01-26,STR017,SKU0043,,12,179.28,0.00,179.28,86.88,0
2026-02-02,STR017,SKU0043,,10,149.40,0.00,149.40,72.40,0
2026-02-09,STR017,SKU0043,,18,268.92,0.00,268.92,130.32,0
2026-02-16,STR017,SKU0043,,12,179.28,0.00,179.28,86.88,0
2026-02-23,STR017,SKU0043,,13,194.22,0.00,194.22,94.12,0
2026-03-02,STR017,SKU0043,,12,179.28,0.00,179.28,86.88,0
2026-03-09,STR017,SKU0043,,12,179.28,0.00,179.28,86.88,0
2026-03-16,STR017,SKU0043,,6,89.64,0.00,89.64,43.44,0
2026-03-23,STR017,SKU0043,,12,179.28,0.00,179.28,86.88,0
2026-03-30,STR017,SKU0043,,8,119.52,0.00,119.52,57.92,0
2026-04-06,STR017,SKU0043,,5,74.70,0.00,74.70,36.20,0
2026-04-13,STR017,SKU0043,,19,283.86,0.00,283.86,137.56,0
2026-04-20,STR017,SKU0043,,10,149.40,0.00,149.40,72.40,0
2026-04-27,STR017,SKU0043,,14,209.16,0.00,209.16,101.36,0
2026-05-04,STR017,SKU0043,,11,164.34,0.00,164.34,79.64,0
2026-05-11,STR017,SKU0043,,13,194.22,0.00,194.22,94.12,0
2026-05-18,STR017,SKU0043,,8,119.52,0.00,119.52,57.92,0
2026-05-25,STR017,SKU0043,,12,179.28,0.00,179.28,86.88,0
2026-06-01,STR017,SKU0043,,7,104.58,0.00,104.58,50.68,0
2026-06-08,STR017,SKU0043,,13,194.22,0.00,194.22,94.12,0
2026-06-15,STR017,SKU0043,,13,194.22,0.00,194.22,94.12,0
2026-06-22,STR017,SKU0043,,12,179.28,0.00,179.28,86.88,0
2026-06-29,STR017,SKU0043,,10,149.40,0.00,149.40,72.40,0
2026-07-06,STR017,SKU0043,,5,74.70,0.00,74.70,36.20,0
2026-07-13,STR017,SKU0043,,11,164.34,0.00,164.34,79.64,0
2026-07-20,STR017,SKU0043,,8,119.52,0.00,119.52,57.92,0
2026-07-27,STR017,SKU0043,,16,239.04,0.00,239.04,115.84,0
2026-08-03,STR017,SKU0043,,10,149.40,0.00,149.40,72.40,0
2025-02-10,STR017,SKU0044,,10,599.80,0.00,599.80,268.60,0
2025-02-17,STR017,SKU0044,,8,479.84,0.00,479.84,214.88,0
2025-02-24,STR017,SKU0044,,12,719.76,0.00,719.76,322.32,0
2025-03-03,STR017,SKU0044,,11,659.78,0.00,659.78,295.46,0
2025-03-10,STR017,SKU0044,,10,599.80,0.00,599.80,268.60,0
2025-03-17,STR017,SKU0044,,9,539.82,0.00,539.82,241.74,0
2025-03-24,STR017,SKU0044,,14,839.72,0.00,839.72,376.04,0
2025-03-31,STR017,SKU0044,,8,479.84,0.00,479.84,214.88,0
2025-04-07,STR017,SKU0044,,10,599.80,0.00,599.80,268.60,0
2025-04-14,STR017,SKU0044,,9,539.82,0.00,539.82,241.74,0
2025-04-21,STR017,SKU0044,,14,839.72,0.00,839.72,376.04,0
2025-04-28,STR017,SKU0044,,12,719.76,0.00,719.76,322.32,0
2025-05-05,STR017,SKU0044,,21,1259.58,0.00,1259.58,564.06,0
2025-05-12,STR017,SKU0044,,17,1019.66,0.00,1019.66,456.62,0
2025-05-19,STR017,SKU0044,,13,779.74,0.00,779.74,349.18,0
2025-05-26,STR017,SKU0044,,14,839.72,0.00,839.72,376.04,0
2025-06-02,STR017,SKU0044,,15,899.70,0.00,899.70,402.90,0
2025-06-09,STR017,SKU0044,,14,839.72,0.00,839.72,376.04,0
2025-06-16,STR017,SKU0044,,8,479.84,0.00,479.84,214.88,0
2025-06-23,STR017,SKU0044,,12,719.76,0.00,719.76,322.32,0
2025-06-30,STR017,SKU0044,,17,1019.66,0.00,1019.66,456.62,0
2025-07-07,STR017,SKU0044,,9,539.82,0.00,539.82,241.74,0
2025-07-14,STR017,SKU0044,,13,779.74,0.00,779.74,349.18,0
2025-07-21,STR017,SKU0044,,16,959.68,0.00,959.68,429.76,0
2025-07-28,STR017,SKU0044,,11,659.78,0.00,659.78,295.46,0
2025-08-04,STR017,SKU0044,,14,839.72,0.00,839.72,376.04,0
2025-08-11,STR017,SKU0044,,9,539.82,0.00,539.82,241.74,0
2025-08-18,STR017,SKU0044,,17,1019.66,0.00,1019.66,456.62,0
2025-08-25,STR017,SKU0044,,13,779.74,0.00,779.74,349.18,0
2025-09-01,STR017,SKU0044,,15,899.70,0.00,899.70,402.90,0
2025-09-08,STR017,SKU0044,,21,1259.58,0.00,1259.58,564.06,0
2025-09-15,STR017,SKU0044,,12,719.76,0.00,719.76,322.32,0
2025-09-22,STR017,SKU0044,,10,599.80,0.00,599.80,268.60,0
2025-09-29,STR017,SKU0044,,21,1259.58,0.00,1259.58,564.06,0
2025-10-06,STR017,SKU0044,,13,779.74,0.00,779.74,349.18,0
2025-10-13,STR017,SKU0044,,14,839.72,0.00,839.72,376.04,0
2025-10-20,STR017,SKU0044,,11,659.78,0.00,659.78,295.46,0
2025-10-27,STR017,SKU0044,,10,599.80,0.00,599.80,268.60,0
2025-11-03,STR017,SKU0044,,16,959.68,0.00,959.68,429.76,0
2025-11-10,STR017,SKU0044,,13,779.74,0.00,779.74,349.18,0
2025-11-17,STR017,SKU0044,,15,899.70,0.00,899.70,402.90,0
2025-11-24,STR017,SKU0044,,17,1019.66,0.00,1019.66,456.62,0
2025-12-01,STR017,SKU0044,,17,1019.66,0.00,1019.66,456.62,0
2025-12-08,STR017,SKU0044,,16,959.68,0.00,959.68,429.76,0
2025-12-15,STR017,SKU0044,,8,479.84,0.00,479.84,214.88,0
2025-12-22,STR017,SKU0044,,11,659.78,0.00,659.78,295.46,0
2025-12-29,STR017,SKU0044,,8,479.84,0.00,479.84,214.88,0
2026-01-05,STR017,SKU0044,,12,719.76,0.00,719.76,322.32,0
2026-01-12,STR017,SKU0044,,14,839.72,0.00,839.72,376.04,0
2026-01-19,STR017,SKU0044,,17,1019.66,0.00,1019.66,456.62,0
2026-01-26,STR017,SKU0044,,16,959.68,0.00,959.68,429.76,0
2026-02-02,STR017,SKU0044,,12,719.76,0.00,719.76,322.32,0
2026-02-09,STR017,SKU0044,,14,839.72,0.00,839.72,376.04,0
2026-02-16,STR017,SKU0044,,16,959.68,0.00,959.68,429.76,0
2026-02-23,STR017,SKU0044,,17,1019.66,0.00,1019.66,456.62,0
2026-03-02,STR017,SKU0044,,11,659.78,0.00,659.78,295.46,0
2026-03-09,STR017,SKU0044,,15,899.70,0.00,899.70,402.90,0
2026-03-16,STR017,SKU0044,,19,1139.62,0.00,1139.62,510.34,0
2026-03-23,STR017,SKU0044,,17,1019.66,0.00,1019.66,456.62,0
2026-03-30,STR017,SKU0044,,14,839.72,0.00,839.72,376.04,0
2026-04-06,STR017,SKU0044,,17,1019.66,0.00,1019.66,456.62,0
2026-04-13,STR017,SKU0044,,12,719.76,0.00,719.76,322.32,0
2026-04-20,STR017,SKU0044,,14,839.72,0.00,839.72,376.04,0
2026-04-27,STR017,SKU0044,,14,839.72,0.00,839.72,376.04,0
2026-05-04,STR017,SKU0044,,6,359.88,0.00,359.88,161.16,0
2026-05-11,STR017,SKU0044,,17,1019.66,0.00,1019.66,456.62,0
2026-05-18,STR017,SKU0044,,12,719.76,0.00,719.76,322.32,0
2026-05-25,STR017,SKU0044,,19,1139.62,0.00,1139.62,510.34,0
2026-06-01,STR017,SKU0044,,12,719.76,0.00,719.76,322.32,0
2026-06-08,STR017,SKU0044,,10,599.80,0.00,599.80,268.60,0
2026-06-15,STR017,SKU0044,,12,719.76,0.00,719.76,322.32,0
2026-06-22,STR017,SKU0044,,15,899.70,0.00,899.70,402.90,0
2026-06-29,STR017,SKU0044,,13,779.74,0.00,779.74,349.18,0
2026-07-06,STR017,SKU0044,,19,1139.62,0.00,1139.62,510.34,0
2026-07-13,STR017,SKU0044,,12,719.76,0.00,719.76,322.32,0
2026-07-20,STR017,SKU0044,,20,1199.60,0.00,1199.60,537.20,0
2026-07-27,STR017,SKU0044,,10,599.80,0.00,599.80,268.60,0
2026-08-03,STR017,SKU0044,,16,959.68,0.00,959.68,429.76,0
2025-03-03,STR017,SKU0045,,4,132.72,0.00,132.72,72.68,0
2025-03-10,STR017,SKU0045,,2,66.36,0.00,66.36,36.34,0
2025-03-17,STR017,SKU0045,,2,66.36,0.00,66.36,36.34,0
2025-03-24,STR017,SKU0045,,4,132.72,0.00,132.72,72.68,0
2025-03-31,STR017,SKU0045,,4,132.72,0.00,132.72,72.68,0
2025-04-07,STR017,SKU0045,,6,199.08,0.00,199.08,109.02,0
2025-04-14,STR017,SKU0045,,5,165.90,0.00,165.90,90.85,0
2025-04-21,STR017,SKU0045,,1,33.18,0.00,33.18,18.17,0
2025-04-28,STR017,SKU0045,,3,99.54,0.00,99.54,54.51,0
2025-05-05,STR017,SKU0045,,4,132.72,0.00,132.72,72.68,0
2025-05-12,STR017,SKU0045,,2,66.36,0.00,66.36,36.34,0
2025-05-19,STR017,SKU0045,,5,165.90,0.00,165.90,90.85,0
2025-05-26,STR017,SKU0045,,10,331.80,0.00,331.80,181.70,0
2025-06-02,STR017,SKU0045,,5,165.90,0.00,165.90,90.85,0
2025-06-09,STR017,SKU0045,,4,132.72,0.00,132.72,72.68,0
2025-06-16,STR017,SKU0045,,5,165.90,0.00,165.90,90.85,0
2025-06-23,STR017,SKU0045,,3,99.54,0.00,99.54,54.51,0
2025-06-30,STR017,SKU0045,,6,199.08,0.00,199.08,109.02,0
2025-07-07,STR017,SKU0045,,11,364.98,0.00,364.98,199.87,0
2025-07-14,STR017,SKU0045,,7,232.26,0.00,232.26,127.19,0
2025-07-21,STR017,SKU0045,,0,0.00,0.00,0.00,0.00,0
2025-07-28,STR017,SKU0045,,7,232.26,0.00,232.26,127.19,0
2025-08-04,STR017,SKU0045,,5,165.90,0.00,165.90,90.85,0
2025-08-11,STR017,SKU0045,,6,199.08,0.00,199.08,109.02,0
2025-08-18,STR017,SKU0045,,5,165.90,0.00,165.90,90.85,0
2025-08-25,STR017,SKU0045,,4,132.72,0.00,132.72,72.68,0
2025-09-01,STR017,SKU0045,,8,265.44,0.00,265.44,145.36,0
2025-09-08,STR017,SKU0045,,4,132.72,0.00,132.72,72.68,0
2025-09-15,STR017,SKU0045,,5,165.90,0.00,165.90,90.85,0
2025-09-22,STR017,SKU0045,,3,99.54,0.00,99.54,54.51,0
2025-09-29,STR017,SKU0045,,5,165.90,0.00,165.90,90.85,0
2025-10-06,STR017,SKU0045,,3,99.54,0.00,99.54,54.51,0
2025-10-13,STR017,SKU0045,,7,232.26,0.00,232.26,127.19,0
2025-10-20,STR017,SKU0045,,3,99.54,0.00,99.54,54.51,0
2025-10-27,STR017,SKU0045,,6,199.08,0.00,199.08,109.02,0
2025-11-03,STR017,SKU0045,,4,132.72,0.00,132.72,72.68,0
2025-11-10,STR017,SKU0045,,2,66.36,0.00,66.36,36.34,0
2025-11-17,STR017,SKU0045,,7,232.26,0.00,232.26,127.19,0
2025-11-24,STR017,SKU0045,,4,132.72,0.00,132.72,72.68,0
2025-12-01,STR017,SKU0045,,7,232.26,0.00,232.26,127.19,0
2025-12-08,STR017,SKU0045,,5,165.90,0.00,165.90,90.85,0
2025-12-15,STR017,SKU0045,,4,132.72,0.00,132.72,72.68,0
2025-12-22,STR017,SKU0045,,8,265.44,0.00,265.44,145.36,0
2025-12-29,STR017,SKU0045,,7,232.26,0.00,232.26,127.19,0
2026-01-05,STR017,SKU0045,,5,165.90,0.00,165.90,90.85,0
2026-01-12,STR017,SKU0045,,7,232.26,0.00,232.26,127.19,0
2026-01-19,STR017,SKU0045,,8,265.44,0.00,265.44,145.36,0
2026-01-26,STR017,SKU0045,,1,33.18,0.00,33.18,18.17,0
2026-02-02,STR017,SKU0045,,1,33.18,0.00,33.18,18.17,0
2026-02-09,STR017,SKU0045,,2,66.36,0.00,66.36,36.34,0
2026-02-16,STR017,SKU0045,,6,199.08,0.00,199.08,109.02,0
2026-02-23,STR017,SKU0045,,8,265.44,0.00,265.44,145.36,0
2026-03-02,STR017,SKU0045,,1,33.18,0.00,33.18,18.17,0
2026-03-09,STR017,SKU0045,,6,199.08,0.00,199.08,109.02,0
2026-03-16,STR017,SKU0045,,3,99.54,0.00,99.54,54.51,0
2026-03-23,STR017,SKU0045,,5,165.90,0.00,165.90,90.85,0
2026-03-30,STR017,SKU0045,,5,165.90,0.00,165.90,90.85,0
2026-04-06,STR017,SKU0045,,8,265.44,0.00,265.44,145.36,0
2026-04-13,STR017,SKU0045,,6,199.08,0.00,199.08,109.02,0
2026-04-20,STR017,SKU0045,,2,66.36,0.00,66.36,36.34,0
2026-04-27,STR017,SKU0045,,5,165.90,0.00,165.90,90.85,0
2026-05-04,STR017,SKU0045,,6,199.08,0.00,199.08,109.02,0
2026-05-11,STR017,SKU0045,,4,132.72,0.00,132.72,72.68,0
2026-05-18,STR017,SKU0045,,5,165.90,0.00,165.90,90.85,0
2026-05-25,STR017,SKU0045,,0,0.00,0.00,0.00,0.00,0
2026-06-01,STR017,SKU0045,,5,165.90,0.00,165.90,90.85,0
2026-06-08,STR017,SKU0045,,4,132.72,0.00,132.72,72.68,0
2026-06-15,STR017,SKU0045,,7,232.26,0.00,232.26,127.19,0
2026-06-22,STR017,SKU0045,,7,232.26,0.00,232.26,127.19,0
2026-06-29,STR017,SKU0045,,5,165.90,0.00,165.90,90.85,0
2026-07-06,STR017,SKU0045,,1,33.18,0.00,33.18,18.17,0
2026-07-13,STR017,SKU0045,,6,199.08,0.00,199.08,109.02,0
2026-07-20,STR017,SKU0045,,6,199.08,0.00,199.08,109.02,0
2026-07-27,STR017,SKU0045,,7,232.26,0.00,232.26,127.19,0
2026-08-03,STR017,SKU0045,,7,232.26,0.00,232.26,127.19,0
2025-04-14,STR017,SKU0046,,13,745.55,0.00,745.55,341.38,0
2025-04-21,STR017,SKU0046,,7,401.45,0.00,401.45,183.82,0
2025-04-28,STR017,SKU0046,,6,344.10,0.00,344.10,157.56,0
2025-05-05,STR017,SKU0046,,7,401.45,0.00,401.45,183.82,0
2025-05-12,STR017,SKU0046,,2,114.70,0.00,114.70,52.52,0
2025-05-19,STR017,SKU0046,,4,229.40,0.00,229.40,105.04,0
2025-05-26,STR017,SKU0046,,13,745.55,0.00,745.55,341.38,0
2025-06-02,STR017,SKU0046,,12,688.20,0.00,688.20,315.12,0
2025-06-09,STR017,SKU0046,,9,516.15,0.00,516.15,236.34,0
2025-06-16,STR017,SKU0046,,5,286.75,0.00,286.75,131.30,0
2025-06-23,STR017,SKU0046,,6,344.10,0.00,344.10,157.56,0
